0	Velikite Balgari ( , `` The Great Bulgarians `` ) was the Bulgarian spin-off of the 2002 program `` 100 Greatest Britons `` produced by the BBC .	Aired on the Bulgarian National Television 's Kanal 1 , its first stage began on 9 June 2006 and finished on 10 December , with a show on 23 December announcing the names of the Top 100 as chosen by popular vote .	The Top 10 were announced in alphabetical order .	In the second stage , which lasted until 17 February 2007 , the viewers determined the order in the Top 10 .	Documentaries dedicated to every Top 10 personality were aired during the second stage .
0	The term Safe Work Procedure ( SWP ) originated in Victoria , Australia , and is predominantly used as a risk management tool by industries throughout Australia , particularly in the mining sector .	SWPs are also referred to using other terms , such as Standard Operating Procedure ( SOPre ) ( SOP ) .	A Safe Work Procedure is a step by step description of a process when deviation may cause a loss .	This risk control document created by teams within the company describes the safest and most efficient way to perform a task .	This document stays in the Health & Safety system for regular use as a template or guide when completing that particular task on site .
3	RDM is highly portable and is available on Windows , Linux , Unix and several real-time or embedded operating systems .	Raima Database Manager ( or RDM ) is an ACID-compliant embedded database management system designed for use in embedded systems applications .	RDM has been designed to utilize multi-core computers , networking ( local or wide area ) , and on-disk or in-memory storage management .	RDM provides support for multiple application programming interfaces ( APIs ) : low-level C API , C + + , and SQL ( native , ODBC , JDBC , ADO.NET , and LabView ) .	A source-code license is also available .
2	False imprisonment is a common-law felony and a tort .	False imprisonment occurs when a person is restricted in their personal movement within any area without justification or consent .	Actual physical restraint is not necessary to a false imprisonment case .	It applies to private as well as governmental detention .	When it comes to public police , the proving of false imprisonment is sufficient to obtain a writ of habeas corpus .
1	It is known under a variety of local names such as `` Golden Hamburg , and Black Hamburg `` in the US ; `` Muscat de Hambourg ( or Hamburgh ) `` in France ; `` Moscato di Amburgo `` in Italy ; and `` Muscat Gamburgskiy `` in Russia and former Soviet Union countries .	Black Muscat ( or Muscat Hamburg ) is a red `` Vitis vinifera `` grape variety derived from the crossing of the Schiava Grossa and Muscat of Alexandria by R. Snow of Bedforshire , England in 1850 according to the Vitis International Variety Catalogue .	Confusingly , Black Hamburg is also used as a synonym for its maternal parent .	It is commonly produced as table wine but in California 's Central Valley it has been used in the production of dessert wine .	As a dessert wine it can be highly aromatic with a rich coloring .
3	There are 205 teams in men 's Division I competition .	The 2014 NCAA Division I men 's soccer season was the 56th season of NCAA championship men 's college soccer .	The regular season began in late August 2014 and continued into November 2014 .	The season culminated with the 2014 NCAA Division I Men 's Soccer Championship in December 2014 .	The defending champions were the Notre Dame Fighting Irish who won its first NCAA soccer title by defeating the Maryland 2-1 in the 2013 College Cup .
2	The Huskies played their home games at Sharp Gymnasium as members of the Southland Conference .	The 2016 – 17 Houston Baptist Huskies men 's basketball team represented Houston Baptist University in the 2016 – 17 NCAA Division I men 's basketball season .	This season was head coach Ron Cottrell 's 26th season at HBU .	They finished the season 17 – 14 , 12 – 6 in Southland play to finish in a three-way tie for second place .	The lost in the Quarterfinals of the Southland Tournament to Sam Houston State .
1	UPD can be the result of heterodisomy , in which a pair of non-identical chromosomes are inherited from one parent ( an earlier stage meiosis I error ) or isodisomy , in which a single chromosome from one parent is duplicated ( a later stage meiosis II error ) .	Uniparental disomy ( UPD ) occurs when a person receives two copies of a chromosome , or of part of a chromosome , from one parent and no copy from the other parent .	Uniparental disomy may have clinical relevance for several reasons .	For example , either isodisomy or heterodisomy can disrupt parent-specific genomic imprinting , resulting in imprinting disorders .	Additionally , isodisomy leads to large blocks of homozygosity , which may lead to the uncovering of recessive genes , a similar phenomenon seen in children of consanguineous partners .
4	The Speaker uses the letters SHK after his name .	The Speaker of the House of Keys ( ) is the principal officer of the House of Keys , the lower house of the Isle of Man legislature .	The Speaker is elected from the membership of the House at its first sitting after an election .	He is responsible for controlling the procedure of the House and for authoritative interpretation of its standing orders .	He sets the business of the House and authorises the order of business of the House for each sitting .
1	Since then they have only released one demo : ...	Battered is a Norwegian thrash metal band fronted by then-former ( now reunited ) Einherjer members Frode Glesnes , Gerhard Storesund and Aksel Herløe in 2004 .	Beyond Recognition and one album Battered .	A new vocalist joined their band in 2005 , Siggy Olaisen , and they recorded their self-titled debut album which was released February 27 , 2006 in Norway and March 13 in the rest of Europe .	The American date for the album Battered was April 4 , 2006 .
0	The is situated in the Iwata city of Shizuoka Prefecture .	In Japan during Nara period , lot of provincial temples and nunneries were built across the country .	This temple was built on the Emperor Shoumu 's orders in 741 .	Shōmu ( 701 – 756 ? )	decreed both a kokubun-ji for monks and a kokubunni-ji ( 国分尼寺 ? )
2	The fall of the capital resulted in the Ahom kings flight , as well as treason by high Ahom officials including the kings own brother .	The Treaty of Majuli ( 1563 ) was settled between the Koch king Nara Narayan and the Ahom king Sukhaamphaa .	The treaty followed a successful campaign against the Ahom kingdom led by Chilarai , the general of the Koch forces and the brother of the king , which resulted in the fall of Garhgaon , the Ahom capital .	The Ahom king sued for peace via his emissary , Aikhek Burhagohain .	During the peace negotiations Nara Narayan was camped at Majuli .
2	Wakasa , located deep in the Chūgoku Mountains , is 95 % mountainous .	As of 2016 , the town has an estimated population of 3,209 and a density of 16 persons per km ² .	The total area is .	The population of Wakasa is primarily located in mountain villages in a line from the southeast to northwest of the town .	Most of the population is located along the Hattō River or its small tributaries .
0	The 1946 Florida hurricane also known as the 1946 Tampa Bay hurricane was the last hurricane to make direct landfall in the Tampa Bay Area of the U.S. state of Florida to date .	Forming on October 5 from the complex interactions of several weather systems over the southern Caribbean Sea , the storm rapidly strengthened before striking western Cuba .	After entering the Gulf of Mexico , it peaked with winds corresponding to Category 2 status on the modern-day Saffir – Simpson Hurricane Scale ; however , it quickly weakened before approaching Florida .	It made landfall south of St. Petersburg and continued to weaken as it proceeded inland .	Its remnants persisted for several days longer .
3	, were used in some of the ragas .	The Asampurna Melakarta ( transliterated as Asaṃpūrṇa Mēḷakarta ) scheme is the system of 72 ragas ( musical scales ) originally proposed in the 17th century by Venkatamakhin in his Chaturdanda Prakasikha .	This proposal used scales with notes that do not conform to the sampurna raga system .	Skipped notes or repeated notes , etc .	Some of the ragas of any `` Melakarta `` system will use `` Vivadi `` swaras ( discordant notes ) .
1	It was the next major development in firearms technology after the matchlock and the first self-igniting firearm .	A wheellock , wheel-lock or wheel lock , is a friction-wheel mechanism to cause a spark for firing a firearm .	Its name is from its rotating steel wheel to provide ignition .	Developed around 1500 , it was used alongside the matchlock and was later superseded by the snaplock ( 1540s ) , the snaphance ( 1560s ) and the flintlock ( c .	1600 ) .
3	It is also not flammable – an explosion can not be created by a burning fuse or electricity .	Tannerite is the brand name of a patented exploding target used for firearms practice , sold in kit form and containing the components of a binary explosive .	The explosive comprises a combination of ammonium nitrate and / or ammonium perchlorate ( oxidizers ) , and a fuel - primarily aluminum powder - that is supplied as two separate powders that are mixed by the user .	The combination is relatively stable when subjected to forces less severe than a high-velocity bullet impact , such as a hammer blow , being dropped , or impact from a low-velocity bullet or shotgun blast .	Because it is sold as two separate powders , it can be transported and sold in many places without the legal restrictions that would otherwise apply to explosives .
4	He was retired to stud at the end of 2013 after having fertility problems .	Reckless Abandon ( foaled 28 March 2010 ) is British Thoroughbred racehorse .	In a racing career which began in May 2012 he has won all five of his races including the Norfolk Stakes at Royal Ascot , the Prix Morny at Deauville and the Middle Park Stakes at Newmarket .	He ended the European season as one of the year 's most highly rated two-year-olds .	He had training problems in the following eason and failed to win although he ran well in several major sprint races .
0	Keoladeo National Park or Keoladeo Ghana National Park formerly known as the Bharatpur Bird Sanctuary in Bharatpur , Rajasthan , India is a famous avifauna sanctuary that hosts thousands of birds , especially during the winter season .	Over 230 species of birds are known to be resident .	It is also a major tourist centre with scores of ornithologists arriving here in the hibernal season .	It was declared a protected sanctuary in 1971 .	It is also a World Heritage Site .
1	It is near the Nanjing Railway Station and Ji Ming Temple .	Xuanwu Lake ( simplified Chinese : 玄武湖 ; pinyin : Xuánwǔ hú ) is located in Xuanwu District in the central-northeast part of Nanjing in Jiangsu , China .	Five islands within the lake are interconnected by arched bridges .	A visit to the lake and its park can include up to a five-hour walk .	Within the park are temples , pagodas , pavilions , gardens , teahouses , restaurants , entertainment venues , a small zoo , and other attractions .
3	In the United States , the Byzantine Catholic Metropolitan Church of Pittsburgh is self-governing ( `` sui iuris `` ) .	The Ruthenian Greek Catholic Church , also known in the United States as the Byzantine Catholic Church , is an Eastern Catholic church that uses the Byzantine Rite for its services .	It is one of the 23 Eastern Catholic churches that are in full communion with the Holy See .	There are two main communities within the church - American and European .	In Europe , Ruthenian Catholics are immediately subject to the Holy See .
2	In 1981 , Webber worked as an employee of the Harvard Business School , where he went on to serve for six years as managing editor and editorial director of the `` Harvard Business Review `` .	Alan Webber ( born September 18 , 1948 , St. Louis , Missouri ) is an American entrepreneur , writer and progressive Democrat who unsuccessfully ran for Governor of New Mexico in 2014 .	Following his run for Governor , Webber founded One New Mexico , a solution-oriented nonprofit aimed at advancing New Mexico 's economic outlook , nurturing entrepreneurship and innovation and connecting New Mexicans statewide .	In 1995 , Webber co-founded the technology business magazine , `` Fast Company `` , where he was named Adweek 's Editor of the Year in 1999 .	In 2000 , investors sold `` Fast Company `` for $ 360 million , which was at the time the second highest price ever paid for a U.S. magazine .
4	Chiral oligo ( p-phenylenevinylene ) s self-assemble in a controlled fashion into ( helical ) wires .	Supramolecular electronics is the experimental field of supramolecular chemistry that bridges the gap between molecular electronics and bulk plastics in the construction of electronic circuitry at the nanoscale .	In supramolecular electronics , assemblies of pi-conjugated systems on the 5 to 100 nanometer length scale are prepared by molecular self-assembly with the aim to fit these structures between electrodes .	With single-molecules as researched in molecular electronics at the 5 nanometer scale this would be impractical .	Nanofibers can be prepared from polymers such as polyaniline and polyacetylene .
2	Pleasant , Charleston , North Charleston , Goose Creek , Moncks Corner , and Hanahan are located along the river .	The Cooper River is a mainly tidal river in the U.S. state of South Carolina .	The South Carolina cities of Mt .	Short and wide , it is joined first by the blackwater East Branch , then farther downstream , the tidal Wando River .	Almost immediately thereafter , the river widens into its estuary , uniting with the Ashley River to form the Charleston Harbor .
0	Nightmare Town is a short story written by Dashiell Hammett in 1924 .	It was first published in a December issue of Argosy All-Story Weekly magazine .	It became the title story of a 1948 collection of four Hammett short stories published in paperback with illustrations .	It appeared again in 1999 , the eponymous story of a collection of twenty short stories edited by Kirby McCauley , Martin H Greenberg and Ed Gorman .	It was adapted for BBC radio in June 2010 and read by Stuart Milligan .
4	Despite their lowest winning percentage since the 1990 – 91 season , the team qualified for the NBA Playoffs as the # 7 seed .	The 1997 – 98 NBA season was the 52nd season for the New York Knicks in the National Basketball Association .	During the offseason , the Knicks acquired Chris Mills from the Boston Celtics and Chris Dudley from the Portland Trail Blazers .	At midseason , they traded Herb Williams to the Philadelphia 76ers for Terry Cummings .	In the regular season , the Knicks had a 43 – 39 record , which placed them in a tie for second place in the Atlantic Division .
3	The film received positive reviwes and became the highest grossing Sri Lanka film of all time with 121 million rupees .	Sooriya Arana ( Fire Fighters ) ( ) is a 2004 Sri Lankan Sinhala children 's thriller film directed by Somaratne Dissanayake and produced by Renuka Balasooriya .	It stars Jackson Anthony and Jayalath Manoratne in lead roles along with Sajitha Anuththara and Dasun Madusanka .	Music composed by Rohana Weerasinghe .	It is the 1025th Sri Lankan film in the Sinhala cinema .
1	The wildlife area is managed by the California Department of Fish and Wildlife with the intent of restoring and managing a variety of wildlife habitats in the Yolo Basin , a natural basin in the north part of the Sacramento-San Joaquin River Delta .	The Yolo Bypass Wildlife Area is located within the Yolo Bypass in Yolo County , California .	The creation of the wildlife area was spearheaded by the Yolo Basin Foundation .	The California Department of Fish and Wildlife and Yolo Basin Foundation are the core partners in the operation of this unique community resource .	Located at
4	The civil parish includes nearby Eastwell , which is to the west of the village .	Eaton is a village and civil parish in Leicestershire , England .	It is situated in the Vale of Belvoir and its current population is about 900 people .	The population at the 2011 census ( including Eastwell and Goadby Marwood ) was 648 .	Eaton has a church , a village hall , a public house called `` The Castle `` , a children 's park and a new village shop .
1	It is named for Thomas Robert Malthus , who suggested that while technological advances could increase a society 's supply of resources , such as food , and thereby improve the standard of living , the resource abundance would enable population growth , which would eventually bring the per capita supply of resources back to its original level .	The Malthusian trap is the putative lack of sustainability of improvements in a society 's standard of living because of population growth .	Some economists contend that since the industrial revolution , mankind has broken out of the trap .	Others argue that the continuation of extreme poverty indicates that the Malthusian trap continues to operate .	Others further argue that due to lack of food availability coupled with excessive pollution , developing countries show more evidence of the trap .
0	Wolf hunting is the practice of hunting gray wolves `` ( Canis lupus ) `` or other species of wolves .	Wolves are mainly hunted for sport , for their skins , to protect livestock , and , in some rare cases , to protect humans .	Wolves have been actively hunted since 8,000 to 10,000 years ago , when they first began to pose as a threat to livestock vital for the survival of Neolithic human communities .	Historically , the hunting of wolves was a huge capital and manpower intensive operation , requiring miles of netting , specialized net-carts and big drying sheds for storing and drying nets .	The threat wolves posed to both livestock and people was considered significant enough to warrant the conscription of whole villages under threat of punishment , despite the disruption of economic activities and reduced taxes .
1	This heterocyclic compound is a red-orange , sublimable solid .	( 2,2,6,6-Tetramethylpiperidin-1-yl ) oxyl or ( 2,2,6,6-tetramethylpiperidin-1-yl ) oxidanyl , commonly known as TEMPO , is a chemical compound with the formula ( CH ) ( CMe ) NO .	As a stable radical , it has applications in chemistry and biochemistry .	TEMPO was discovered by Lebedev and Kazarnowskii in 1960 .	It is prepared by oxidation of 2,2,6,6-tetramethylpiperidine .
4	The college was granted autonomy by the UGC on 13 June 2014 .	St.Berchmans ' College Changanassery also known as SB College , is the first Autonomous College in Kerala , India situated in the town of Changanassery 18 kilometers south of Kottayam .	Established in 1922 , the college has thirteen postgraduate and seven research departments .	It is run by the Catholic Archdiocese of Changanassery , is affiliated to the Mahatma Gandhi University in Kottayam and is recognized by the University Grants Commission ( UGC ) .	St. Berchmans ' has a sprawling green campus and large play grounds .
4	Though based on the Hebrew canonical Book of Joshua , it differs greatly from the latter in both form and content and the Samaritans ascribe no canonical authority to it .	The Samaritan Book of Joshua is a Samaritan chronicle so called because the greater part of it is devoted to the history of Joshua .	It is extant in two divergent recensions , one in Samaritan Hebrew and the other in Arabic .	The editio princeps published an Arabic manuscript written in the Samaritan alphabet , with a Latin translation and a long preface by T. W. Juynboll ( Leyden , 1848 ) .	The Samaritan Hebrew version was published in 1908 by Moses Gaster .
2	He suggests that formal education lasts too long , teaches the wrong social class values , and increasingly damages students over time .	Compulsory Miseducation is a critique of American public schools written by Paul Goodman and published by Horizon Press in 1964 .	Already established as a social critic of American society and the role of its youth in his previous book `` Growing Up Absurd `` ( 1960 ) , Goodman argues in `` Compulsory Miseducation `` against the necessity of schools for the socialization of youth and recommends their abolition .	Goodman writes that the school reflects the misguided and insincere values of its society and thus school reformers should focus on these values before schools .	He proposes a variety of alternatives to school including no school , the city or farm as school , apprenticeships , guided travel , and youth organizations .
2	Stafrænn has self released 3 albums in Iceland .	Stafrænn Hákon ( , `` Digital Hákon `` ) is the stage name used by Icelandic musician Ólafur Josephsson .	Ólafur has been making music at his home studio since 1999 .	Later 2 of the albums were re-released on Resonant in the UK and the debut on Secret Eye in the U.S. Stafrænn also released his 4th record on Resonant in 2004 .	The album `` Gummi `` was released in June 2007 , on Resonant and Nature Bliss .
3	However , when Calvin left the show for the States , supermodel Amanda Griffin joined the cast .	F !	was a weekly lifestyle magazine show in the Philippines , which focuses on the latest fashion trends , best dining spots and how to live a social life , originally hosted by actress Angel Aquino , interior designer and model Daphne Osena-Paez and journalist Cher Calvin .	The trio became known as the F Girls .	It premiered on ABS-CBN from April 17 , 1999 to February 26 , 2006 , becoming the longest-running lifestyle show of the network .
1	is a television show that originally aired on Bravo !	Bathroom Divas : So You Want to Be an Opera Star ?	Canada for two seasons .	It was produced by Kaleidoscope Entertainment , Inc. and directed by Mike Ward .	The winner got to perform live in front of a world class orchestra .
0	John Charles Carney Jr .	( born May 20 , 1956 ) is an American politician who is the 74th and current Governor of Delaware since January 2017 .	He is a member of the Democratic Party , and served as the U.S. Representative for from 2011 to 2017 prior to his governorship .	Carney was also the 24th Lieutenant Governor of Delaware from 2001 to 2009 and served as Delaware 's Secretary of Finance .	He first unsuccessfully sought the Democratic nomination for Governor of Delaware in 2008 , losing to Jack Markell .
4	It includes road coverage of 783 km .	Cuttack is one of the oldest & major cities in India and the former capital of the state of Odisha .	Cuttack Municipal Corporation ( ) ( CMC ) was established as a municipality in 04 / 06 / 1876 .	It was named as a corporation in 15 / 08 / 1994 .	This corporation covers an area of 192.5 km with a population above 14,54,328 .
4	For example , at optical frequencies , plasmons can couple with a photon to create another quasiparticle called a plasmon polariton .	In physics , a plasmon is a quantum of plasma oscillation .	Just as light ( an optical oscillation ) consists of photons , the plasma oscillation consists of plasmons .	The plasmon can be considered as a quasiparticle since it arises from the quantization of plasma oscillations , just like phonons are quantizations of mechanical vibrations .	Thus , plasmons are collective ( a discrete number ) oscillations of the free electron gas density .
1	It was developed from his 1995 essay entitled Bowling Alone : America 's Declining Social Capital .	Bowling Alone : The Collapse and Revival of American Community is a 2000 nonfiction book by Robert D. Putnam .	Putnam surveys the decline of social capital in the United States since 1950 .	He has described the reduction in all the forms of in-person social intercourse upon which Americans used to found , educate , and enrich the fabric of their social lives .	He argues that this undermines the active civil engagement , which a strong democracy requires from its citizens .
0	Aerobic anoxygenic phototrophic bacteria ( AAPBs ) are alphaproteobacteria and gammaproteobacteriathat are obligate aerobes that capture energy from light by anoxygenic photosynthesis .	Anoxygenic photosynthesis is the phototrophic process where light energy is captured and stored as ATP .	The production of oxygen is non-existent and , therefore , water is not used as an electron donor .	They are widely distributed marine plankton that may constitute over 10 % of the open ocean microbial community .	They can be particularly abundant in oligotrophic conditions where they were found to be 24 % of the community .
0	X Factor is a Polish television music competition to find new singing talent and part of a British franchise `` The X Factor `` .	The third series began on 23 February 2013 and ended on 26 May 2013 .	All three judges known from the previous series including Czesław Mozil , Tatiana Okupnik and Kuba Wojewódzki returned .	On 21 November 2012 it was announced that Jarosław Kuźniar would not be back to present the series due to personal reasons and his commitments to TVN24 .	On 13 December 2012 , Patricia Kazadi was confirmed as the new presenter .
3	The lowest ranked 20 teams were placed in 6 preliminary qualifying groups of 3 and one group of 2 , with the group winners joining the remaining 21 teams in 7 groups of 4 .	The qualification process for the 2004 AFC Asian Cup football competition began on March 2003 .	Out of the 45 AFC members only Cambodia and the Philippines failed to enter for the tournament .	Both China , the hosts and Japan , the reigning champions automatically qualified for the finals .	The top two of each of these groups qualified for the finals in China .
3	Of the population , 90 % are Muslim , the remaining 10 % are Christian .	Jolo ( Tausūg : `` Lupah Sūg `` , Filipino : `` Bayan ng Holo `` ) is a municipality on the island of Jolo , and the capital of the province of Sulu , Philippines .	According to the , it has a population of people , making it the most populous municipality in the province .	Part of its population is of Chinese descent , mainly from Singapore .	Jolo was the center of the government of the Sulu Sultanate .
1	The R type ship was used in World War II , Korean War , Vietnam War and the Cold War .	The Type R ship is a United States Maritime Administration ( MARAD ) designation for World War II refrigerated cargo ship , also called a reefer ship .	Type R ships were used to transport perishable commodities which require temperature-controlled transportation , such as fruit , meat , fish , vegetables , dairy products and other foods .	The US Maritime Commission ordered 41 new refrigerated ships for the US Navy .	Because of the difficulty of building refrigerated ships only two were delivered in 1944 , and just 26 were delivered in 1945 and the remainder in 1946 – 48 .
3	His father started to teach him the oud when he was around six years old , as his father was a singer , and an oud player .	Jamil Bashir ( ; b .	Mosul , Iraq , 1920 ; d .	London , September 24 , 1977 ) was born to an ethnic Assyrian / Syriac Christian family and is the brother of Munir Bashir .	The Iraqi Music Institute was opened in 1936 , under administration of Hanna Petros ( 1896 – 1958 ) , then in 1937 Sherif Muheddin Haydar and other professors joined the faculty of the Institute ; Jamil Bashir was enrolled to learn Oud with Sherif Muheddin Haydar and Violin with Sando Albu .
4	A higher stock price means a greater amount of money can be raised .	An at-the-market ( ATM ) offering is a type of follow-on offering of stock utilized by publicly traded companies in order to raise capital over time .	In an ATM offering , exchange-listed companies incrementally sell newly issued shares into the secondary trading market through a designated broker-dealer at prevailing market prices .	The broker-dealer sells the issuing company 's shares in the open market and receives cash proceeds from the transaction .	The broker-dealer then delivers the proceeds to the issuing company where the cash can be used for a variety of purposes .
3	In 49 completed seasons , the team has won the Stanley Cup as NHL champions twice and has qualified for the playoffs thirty-eight times .	The Philadelphia Flyers are an American ice hockey team based in Philadelphia , Pennsylvania .	They compete in the National Hockey League ( NHL ) Eastern Conference 's Metropolitan Division .	Since their inaugural season in 1967 , the team has played its home games on Broad Street in South Philadelphia , first at the Spectrum from 1967 to 1996 and currently at the Wells Fargo Center since 1996 .	They have played more than 400 playoff games , winning 219 .
2	Her testimony is one of the best accounts of the beliefs and stories of the Aboriginal people of north-west New South Wales at that time .	Catherine Eliza Somerville Stow ( 1 May 1856 – 27 March 1940 ) , who wrote as K. Langloh Parker , was a South Australian born writer who lived in northern New South Wales in the late nineteenth century .	She is best known for recording the stories of the Gamilaraay Aboriginal people around her .	However , her accounts reflect European attitudes of the time .	Their value is illustrated by her recording of an account of Baiame dating from around 1830 , which is the earliest known reference to Baiame .
1	While there is no well-agreed-upon date used to indicate the start of winter in the Northern Hemisphere , there are two definitions of winter which may be used .	The 2014 – 15 North American winter refers to winter as it occurred across the continent from late 2014 through early 2015 .	Based on the astronomical definition , winter begins at the winter solstice , which in 2014 occurred on December 21 , and ends at the March equinox , which in 2015 occurred on March 20 .	Based on the meteorological definition , the first day of winter is December 1 and the last day February 28 .	< ref name = `` NOAA / NWS-Seasons `` > < / ref > Both definitions involve a period of approximately three months , with some variability .
3	He was inducted in the International Motorsports Hall of Fame in 1994 .	John Marcum ( 1913 – 1981 ) was the co-founder of ARCA and a NASCAR official from Toledo , Ohio , United States .	He raced in the 1930s and 1940s .	He owned cars entered in two NASCAR Grand National ( now Sprint Cup ) races with one Top 10 finish .	Marcum would be inducted into the Dayton Speedway Hall of Fame October , 2010 .
4	The anthology pair itself won the 2010 World Fantasy Award for Best Anthology .	American Fantastic Tales is a set of two reprint horror anthologies , released as `` American Fantastic Tales : Terror and the Uncanny from Poe to the Pulps `` and `` American Fantastic Tales : Terror and the Uncanny from the 1940s to Now `` .	Both anthologies were edited by Peter Straub .	They were published by Library of America in 2009 .	The anthologies contain horror stories by American authors from the 18th century to modern times , split at 1940 .
1	The program focuses on criminals who were captured on camera in the act of the crime .	Video Justice is a reality television primetime program ( also known as a documentary ) produced by John Langley airing on the television cable station truTV , and is part of network 's truTV RED lineup .	The crimes are often `` life or death `` situations that may involve one of the two parties , either law enforcement or the criminals , being killed or seriously injured .	It often displays pictures of the suspect in most of its footage , and tells you the name of that suspect who of which committed that crime and describes their punishment .	The primetime show runs for 30 minutes .
3	During World War I much war-related activity took place in County Wexford , especially in Wexford 's coastal waters .	County Wexford ( ) is a county located in the south-east of Ireland .	The period 1916 – 1923 was one of the most turbulent in the county 's history .	In 1914 Ireland was still part of the United Kingdom .	A number of men enlisted in the British Army from Co .
3	Dudley played in the World Hockey Association and in the National Hockey League .	Richard Clarence Dudley ( born January 31 , 1949 ) is a Canadian professional ice hockey executive , former coach and former player .	Dudley is currently an assistant general manager for the Montreal Canadiens .	Dudley was previously the general manager of several hockey teams .	Dudley has also served as a head coach in the National Hockey League .
4	Each subsidiary is a separate legal entity owned by the primary business or by another subsidiary in the hierarchy .	A division of a business , sometimes called a business sector , is one of the parts into which a business , organization or company is divided .	The divisions are distinct parts of that business .	If these divisions are all part of the same company , then that company is legally responsible for all of the obligations and debts of the divisions .	However , in a large organization , various parts of the business may be run by different subsidiaries , and a business division may include one or many subsidiaries .
